Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Personalised Message On Cake (product.metafields.custom.personalised_message_on_cake),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Allergen information (product.metafields.shopify.allergen-information),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-ribbed-rose-elegance,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,320.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-ribbed-rose-elegance,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,320.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ruby-rose-elegance,Ruby Rose Elegance Wedding Cake,"<p data-path-to-node=""6"">Make a statement at your next event with this stunning two-tier creation from <b data-path-to-node=""6"" data-index-in-node=""78"">Cake Corner</b>. This cake features a textured ivory buttercream base, heavily adorned with a ""scattered pearl"" design that adds depth and luxury. The look is completed with deep crimson red roses and delicate baby's breath, creating a striking contrast that is both passionate and sophisticated. Featuring a gold acrylic ""Z &amp; H"" monogram, it is the ultimate choice for engagements and intimate weddings.</p>
<ul data-path-to-node=""8"">
<li>
<p data-path-to-node=""8,0,0""><b data-path-to-node=""8,0,0"" data-index-in-node=""0"">Textured Pearl Finish:</b> A unique, hand-applied pearl effect that gives the cake a high-fashion, jewelry-inspired aesthetic.</p>
</li>
<li>
<p data-path-to-node=""8,1,0""><b data-path-to-node=""8,1,0"" data-index-in-node=""0"">Vibrant Red Florals:</b> Bold red roses signify love and passion, making this a favorite for romantic celebrations.</p>
</li>
<li>
<p data-path-to-node=""8,2,0""><b data-path-to-node=""8,2,0"" data-index-in-node=""0"">Gold Monogram Topper:</b> Adds a personalized, high-shine finish to represent the guests of honor.</p>
</li>
<li>
<p data-path-to-node=""8,3,0""><b data-path-to-node=""8,3,0"" data-index-in-node=""0"">Fresh &amp; Moist Layers:</b> Baked to perfection using our signature recipes to ensure every slice is as delicious as it looks.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CakeSet, #CustomWeddingCake, #HandcraftedCakes, #LuxuryCake, #WeddingCake, #WeddingCakeDesign, Ruby Rose Elegance",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,420.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/WhatsAppImage2025-12-29at22.23.14_7511296a.jpg?v=1767120824,1,"",false,,"Shop the Crimson Pearl Duo at Cake Corner. A luxury 2-tier white cake featuring red roses, gold monograms, and pearl detailing. Perfect for engagements. Order now!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
ruby-rose-elegance,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,420.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/WhatsApp_Image_2025-12-29_at_22.23.14_7511296a.jpg?v=1767120845,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
ruby-rose-elegance,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,420.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pearl-blush-tier,The Pearl Blush 3 Tier Wedding Cake,"<p data-path-to-node=""6"">Add a touch of classic romance to your celebration with this breathtaking three-tier masterpiece from <b data-path-to-node=""6"" data-index-in-node=""102"">Cake Corner</b>. This cake features a smooth, ivory buttercream finish meticulously detailed with hundreds of delicate edible pearls in varying sizes. Accented with soft peach and white roses and a personalized gold acrylic ""H"" initial, it is the perfect centerpiece for weddings, engagements, or milestone anniversaries.</p>
<ul data-path-to-node=""8"">
<li>
<p data-path-to-node=""8,0,0""><b data-path-to-node=""8,0,0"" data-index-in-node=""0"">Intricate Pearl Detailing:</b> Hand-placed edible pearls create a sophisticated, textured look that catches the light beautifully.</p>
</li>
<li>
<p data-path-to-node=""8,1,0""><b data-path-to-node=""8,1,0"" data-index-in-node=""0"">Romantic Floral Accents:</b> High-quality peach and cream roses add a soft, organic contrast to the structured tiers.</p>
</li>
<li>
<p data-path-to-node=""8,2,0""><b data-path-to-node=""8,2,0"" data-index-in-node=""0"">Customizable Initials:</b> Features a gold mirrored acrylic topper that can be customized to match your specific celebration needs.</p>
</li>
<li>
<p data-path-to-node=""8,3,0""><b data-path-to-node=""8,3,0"" data-index-in-node=""0"">Artisan Quality:</b> Each tier is baked fresh using premium ingredients to ensure a moist, delicious experience for all your guests.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CakeArt, #CelebrationCake, #LuxuryCake, #WeddingCake, #WeddingCakeDesign, cakecorner, The Pearl Blush Tier",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,450.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/WhatsAppImage2025-12-29at22.23.09_42a0eeb5.jpg?v=1767120563,1,"",false,,"Shop the Pearl Blush Tier at Cake Corner. Elegant 3-tier ivory cake with custom gold initials, peach roses & pearl piping. Ideal for weddings. Order yours today!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
the-pearl-blush-tier,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,450.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pearl-blush-tier,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,450.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-golden-virtue-tier,The Golden Virtue 3 Tier Cake,"<p data-path-to-node=""6"">Make your special day unforgettable with our most luxurious creation yet. This exquisite three-tier cake from <b data-path-to-node=""6"" data-index-in-node=""110"">Cake Corner</b> features a smooth, creamy ivory buttercream finish, elegantly accented with hand-applied 24k-style gold leaf flakes. Adorned with a cascade of lush peach and white roses, delicate greenery, and a custom gold acrylic topper, it is the ultimate statement piece for weddings and grand anniversaries.</p>
<ul data-path-to-node=""8"">
<li>
<p data-path-to-node=""8,0,0""><b data-path-to-node=""8,0,0"" data-index-in-node=""0"">Artisan Gold Leafing:</b> Each tier is uniquely decorated with shimmering gold accents for a high-end, textured look.</p>
</li>
<li>
<p data-path-to-node=""8,1,0""><b data-path-to-node=""8,1,0"" data-index-in-node=""0"">Hand-Selected Florals:</b> We use premium silk or fresh-look roses to create a natural, romantic aesthetic that lasts throughout your event.</p>
</li>
<li>
<p data-path-to-node=""8,2,0""><b data-path-to-node=""8,2,0"" data-index-in-node=""0"">Customizable Centerpiece:</b> Includes a personalized gold-monogrammed middle tier to celebrate the specific couple or guest of honor.</p>
</li>
<li>
<p data-path-to-node=""8,3,0""><b data-path-to-node=""8,3,0"" data-index-in-node=""0"">Signature Taste:</b> Crafted with our premium sponge recipe and signature frosting for a taste as rich as its design.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#BespokeCakes, #CakeCorner, #FloralCakeDesign, #GoldLeafCake, #LuxuryWeddingCakes",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,480.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/WhatsAppImage2025-12-29at22.23.07_df45c9e3.jpg?v=1767120210,1,"",false,,Shop the Gilded Floral Grandeur at Cake Corner. Luxury 3-tier gold leaf cake with custom monograms & roses. The perfect wedding centerpiece. Order your dream,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
the-golden-virtue-tier,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,480.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/WhatsApp_Image_2025-12-29_at_22.23.11_45f414bf_200874e0-f79b-464b-bb17-d2dc5c6fdc06.jpg?v=1767120224,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-golden-virtue-tier,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,480.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-blossom-cascade,White Blossom Cascade 2 Tier Wedding Cake,"<p>Indulge in the timeless beauty of our signature tiered creation. Hand-crafted at <b data-path-to-node=""5"" data-index-in-node=""144"">Cake Corner</b>, this masterpiece combines layers of moist, flavor-rich sponge with a velvety smooth frosting finish. Adorned with [mention specific flowers, e.g., hand-piped blue roses or white blossoms] and delicate pearl-piping, it’s designed to be the breathtaking centerpiece of your most cherished celebrations. Every bite is a balance of delicate sweetness and artisanal craftsmanship.</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CelebrationCake, #LuxuryCake, #WeddingCakeDesign, cake corner, wedding cake, white blossom cascade",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"12""",,,,,,0.0,shopify,10,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0114.jpg?v=1767119557,1,"",false,,Shop the White Blossom Cascade at Cake Corner. Elegant blue & white tiered cakes with artisan floral details. Perfect for weddings & celebrations. Order yours today!,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
white-blossom-cascade,,,,,,,,,choclate-sponge,,,"12""",,,,,,0.0,shopify,10,deny,manual,350.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-blossom-cascade,,,,,,,,,victoria-sponge,,,"12""",,,,,,0.0,shopify,10,deny,manual,350.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
three-tier-blue-blossom-cake,Three Tier Blue Blossom Wedding Cake,"<p data-start=""210"" data-end=""637"">Add elegance and charm to your special occasion with our <strong data-start=""267"" data-end=""307"">3-Tier Blue Blossom Celebration Cake</strong>. Beautifully designed with soft blue tones and delicate blossom detailing, this cake is perfect for weddings, Nikah ceremonies, engagements, and luxury celebrations. Each tier is expertly handcrafted with premium ingredients, offering a flawless finish, rich flavor, and a stunning centerpiece that captures attention and hearts.</p>
<ul data-start=""659"" data-end=""923"">
<li data-start=""659"" data-end=""712"">
<p data-start=""661"" data-end=""712"">Three-tier stacked design with blue blossom theme</p>
</li>
<li data-start=""713"" data-end=""758"">
<p data-start=""715"" data-end=""758"">Elegant blue shades with floral detailing</p>
</li>
<li data-start=""759"" data-end=""821"">
<p data-start=""761"" data-end=""821"">Ideal for weddings, Nikah, engagements, and special events</p>
</li>
<li data-start=""822"" data-end=""868"">
<p data-start=""824"" data-end=""868"">Handcrafted using high-quality ingredients</p>
</li>
<li data-start=""869"" data-end=""923"">
<p data-start=""871"" data-end=""923"">A luxurious centerpiece for memorable celebrations</p>
</li>
</ul>
<p data-start=""925"" data-end=""1029"">Make your event truly unforgettable with a cake that blends beauty, sophistication, and delicious taste.</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#BlueBlossomCake, #LuxuryCake, #NikahCake, #ThreeTierCake, #WeddingCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0113.jpg?v=1767119337,1,"",false,,"Elegant 3-tier blue blossom cake, perfect for weddings & Nikah events. Handcrafted with premium ingredients. Order now for your big day!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
three-tier-blue-blossom-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
three-tier-blue-blossom-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
3-tier-celebration-cake-with-red-roses,3-Tier Celebration Wedding Cake With Red Roses ( Colour Customise),"<p data-start=""252"" data-end=""665"">Make your special occasion truly unforgettable with our <strong data-start=""308"" data-end=""343"">Elegant 3-Tier Celebration Cake</strong>. Designed with three beautifully stacked tiers and a smooth, flawless finish, this cake is perfect for weddings, Nikah ceremonies, anniversaries, and milestone celebrations. Handcrafted using premium ingredients, it delivers rich flavor along with stunning visual appeal, making it the perfect centerpiece for your event.</p>
<ul data-start=""687"" data-end=""942"">
<li data-start=""687"" data-end=""742"">
<p data-start=""689"" data-end=""742"">Three-tier stacked design for a grand, elegant look</p>
</li>
<li data-start=""743"" data-end=""783"">
<p data-start=""745"" data-end=""783"">Smooth and professional icing finish</p>
</li>
<li data-start=""784"" data-end=""847"">
<p data-start=""786"" data-end=""847"">Ideal for weddings, Nikah, birthdays, and special occasions</p>
</li>
<li data-start=""848"" data-end=""893"">
<p data-start=""850"" data-end=""893"">Handcrafted with high-quality ingredients</p>
</li>
<li data-start=""894"" data-end=""942"">
<p data-start=""896"" data-end=""942"">A stunning centerpiece your guests will love</p>
</li>
</ul>
<p data-start=""944"" data-end=""1024"">Celebrate in style with a cake that combines elegance, taste, and craftsmanship.</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CakeDesign, #CelebrationCake, #LuxuryCake, #ThreeTierCake, #WeddingCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0105.jpg?v=1767118890,1,"",false,,Elegant 3-tier celebration cake for weddings & special occasions. Handcrafted with premium ingredients. Order now to impress your guests!,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
3-tier-celebration-cake-with-red-roses,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0106.jpg?v=1767118877,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
3-tier-celebration-cake-with-red-roses,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,650.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-2-tier-celebration-cake-1,Elegant 2-Tier Celebration Wedding Cake,"<p data-end=""621"" data-start=""211"">Make your celebration memorable with our <strong data-end=""287"" data-start=""252"">Elegant 2-Tier Celebration Cake</strong>, beautifully crafted for weddings, birthdays, Nikah ceremonies, anniversaries, and special events. Featuring two perfectly stacked tiers with a smooth, flawless finish, this cake is handcrafted using premium ingredients to deliver exceptional taste and a stunning presentation. A timeless centerpiece designed to impress your guests.</p>
<ul data-end=""883"" data-start=""643"">
<li data-end=""695"" data-start=""643"">
<p data-end=""695"" data-start=""645"">2-tier stacked design for a classic elegant look</p>
</li>
<li data-end=""733"" data-start=""696"">
<p data-end=""733"" data-start=""698"">Smooth, professional icing finish</p>
</li>
<li data-end=""794"" data-start=""734"">
<p data-end=""794"" data-start=""736"">Perfect for weddings, Nikah, birthdays, and celebrations</p>
</li>
<li data-end=""840"" data-start=""795"">
<p data-end=""840"" data-start=""797"">Handcrafted with high-quality ingredients</p>
</li>
<li data-end=""883"" data-start=""841"">
<p data-end=""883"" data-start=""843"">Ideal centerpiece for memorable events</p>
</li>
</ul>
<p data-end=""963"" data-start=""885"">Celebrate your special moments with a cake that looks as amazing as it tastes.</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CakeDesign, #CelebrationCake, #LuxuryCake, #TwoTierCake, #WeddingCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0103.jpg?v=1767118527,1,"",false,,Elegant 2-tier celebration cake for weddings & special events. Handcrafted with premium ingredients for stunning taste & style. Order now!,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
elegant-2-tier-celebration-cake-1,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0102.jpg?v=1767118539,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-2-tier-celebration-cake-1,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,Elegant Square Nikah / Engagement Celebration Cake,"<p data-start=""205"" data-end=""650"">Celebrate your sacred Nikah ceremony with our <strong data-start=""251"" data-end=""292"">Elegant Square Nikah Celebration Cake</strong>, thoughtfully designed to reflect grace and tradition. Featuring a refined square shape with a smooth, elegant finish, this cake is perfect for intimate Nikah events and wedding celebrations. Handcrafted with premium ingredients, it offers a beautiful balance of visual elegance and delightful taste, making it a meaningful centerpiece for your special day.</p>
<ul data-start=""672"" data-end=""907"">
<li data-start=""672"" data-end=""723"">
<p data-start=""674"" data-end=""723"">Elegant square cake design for Nikah ceremonies</p>
</li>
<li data-start=""724"" data-end=""756"">
<p data-start=""726"" data-end=""756"">Smooth, refined icing finish</p>
</li>
<li data-start=""757"" data-end=""813"">
<p data-start=""759"" data-end=""813"">Ideal for Nikah, weddings, and intimate celebrations</p>
</li>
<li data-start=""814"" data-end=""855"">
<p data-start=""816"" data-end=""855"">Handcrafted using premium ingredients</p>
</li>
<li data-start=""856"" data-end=""907"">
<p data-start=""858"" data-end=""907"">Perfect as a graceful and memorable centerpiece</p>
</li>
</ul>
<p data-start=""909"" data-end=""1010"">Make your Nikah celebration truly special with a cake that symbolizes love, purity, and togetherness.</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CelebrationCake, #IslamicWedding, #NikahCake, #SquareCake, #WeddingCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"6""",,,,,,0.0,shopify,20,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0101.jpg?v=1767118313,1,"",false,,"Elegant square Nikah cake with smooth finish, perfect for wedding ceremonies. Handcrafted with care. Order now for your special day!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
elegant-square-nikah-celebration-cake,,,,,,,,,red-velvet,,,"8""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,,,,,,,,,red-velvet,,,"10""",,,,,,0.0,shopify,10,deny,manual,65.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,,,,,,,,,choclate-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,,,,,,,,,choclate-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,65.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,,,,,,,,,victoria-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,,,,,,,,,victoria-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-nikah-celebration-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,65.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,Elegant Square Celebration / Nikkah / Engagement Cake,"<p data-start=""201"" data-end=""554"">Add a modern touch to your celebration with our <strong data-start=""249"" data-end=""284"">Elegant Square Celebration Cake</strong>. Designed with clean lines and a smooth, flawless finish, this handcrafted cake is perfect for birthdays, weddings, anniversaries, and special events. Made using premium ingredients, it delivers exceptional taste while serving as a stylish centerpiece for any occasion.</p>
<ul data-start=""576"" data-end=""779"">
<li data-start=""576"" data-end=""605"">
<p data-start=""578"" data-end=""605"">Modern square cake design</p>
</li>
<li data-start=""606"" data-end=""638"">
<p data-start=""608"" data-end=""638"">Smooth, elegant icing finish</p>
</li>
<li data-start=""639"" data-end=""692"">
<p data-start=""641"" data-end=""692"">Perfect for weddings, birthdays, and celebrations</p>
</li>
<li data-start=""693"" data-end=""738"">
<p data-start=""695"" data-end=""738"">Handcrafted with high-quality ingredients</p>
</li>
<li data-start=""739"" data-end=""779"">
<p data-start=""741"" data-end=""779"">Ideal as a stylish event centerpiece</p>
</li>
</ul>
<p data-start=""781"" data-end=""862"">Celebrate in style with a cake that combines elegance, flavor, and modern design.</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CakeDesign, #CelebrationCake, #LuxuryCake, #SquareCake, #WeddingCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"6""",,,,,,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/1adf6207-4905-4967-9032-6cb0e222604e.jpg?v=1768738926,1,"",false,,"Elegant square cake with smooth finish, perfect for weddings & celebrations. Handcrafted with premium ingredients. Order now!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
elegant-square-celebration-cake,,,,,,,,,red-velvet,,,"8""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,,,,,,,,,red-velvet,,,"10""",,,,,,0.0,shopify,10,deny,manual,65.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,,,,,,,,,choclate-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,,,,,,,,,choclate-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,65.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,,,,,,,,,victoria-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,,,,,,,,,victoria-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-square-celebration-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,65.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
elegant-two-tier-celebration-cake-1,Elegant Two-Tier Celebration / Wedding / Nikkah / Engagement Cake,"<p data-start=""190"" data-end=""586"">Make every celebration special with our <strong data-start=""230"" data-end=""267"">Elegant Two-Tier Celebration Cake</strong>, beautifully crafted for weddings, birthdays, anniversaries, and milestone events. Featuring two perfectly stacked tiers with a smooth, flawless finish, this cake is handcrafted using premium ingredients to deliver both stunning presentation and delicious taste. A timeless centerpiece designed to impress your guests.</p>
<ul data-start=""608"" data-end=""847"">
<li data-start=""608"" data-end=""662"">
<p data-start=""610"" data-end=""662"">Two-tier stacked design for a classic elegant look</p>
</li>
<li data-start=""663"" data-end=""700"">
<p data-start=""665"" data-end=""700"">Smooth, professional icing finish</p>
</li>
<li data-start=""701"" data-end=""757"">
<p data-start=""703"" data-end=""757"">Ideal for weddings, birthdays, and special occasions</p>
</li>
<li data-start=""758"" data-end=""803"">
<p data-start=""760"" data-end=""803"">Handcrafted with high-quality ingredients</p>
</li>
<li data-start=""804"" data-end=""847"">
<p data-start=""806"" data-end=""847"">Perfect centerpiece for any celebration</p>
</li>
</ul>
<p data-start=""849"" data-end=""922"">Create unforgettable moments with a cake that looks as good as it tastes.</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CakeCenterpiece, #CelebrationCake, #LuxuryCake, #TwoTierCake, #WeddingCakeDesign",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/7552a186-26f2-4c79-8437-f521acdb6b62.jpg?v=1768653792,1,"",false,,Elegant two-tier cake for weddings & special occasions. Handcrafted with premium ingredients for stunning taste & style. Order now!,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
elegant-two-tier-celebration-cake-1,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20251230-WA0091.jpg?v=1768653792,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
